475 140896
446 127404
362 96901
621 31820
464 137829
524 153793
4 1139
813 222626
74 28720
269 76100
549 157202
532 154603
798 200221
621 31665
799 220834
132 42370
167 47560
183 53458
86 17940
397 114210
568 162460
190 55747
183 54967
652 180627
383 102609
658 182864
7 2078
419 47635
35 7805
505 145775
290 83352
601 169743
45 22997
446 122680
653 31051
773 212895
458 135243
399 88631
495 13079
287 82185
592 168357
683 186248
93 34740
722 166936
45 22458
23 9698
783 214121
29 11737
435 121751
798 87399
86 30848
91 33699
286 80184
629 3219
343 95763
695 190340
133 74
122 41344
742 207329
365 97264
384 47719
381 98998
428 120120
436 122347
495 38154
798 185590
340 95667
683 14744
742 205580
446 131346
39 20983
653 182358
152 45918
621 173185
400 115408
180 31353
794 217944
408 116519
122 40122
305 87360
430 120409
798 219881
163 46974
621 172774
305 16725
471 138702
19 6841
621 32817
684 120447
507 147102
154 46250
730 196904
305 86765
393 15544
555 158994
653 182112
621 174155
27 10103
522 152965
460 136724
798 218915
695 42454
171 49597
174 51180
387 105823
688 188854
244 71270
399 31186
496 144111
548 156886
199 56939
396 114071
818 224191
597 6061
666 183628
387 108344
242 67360
540 155268
583 167535
684 187392
387 108949
242 68807
457 134827
553 157899
686 187823
684 186987
577 80640
43 21529
80 30168
681 6668
242 68202
473 140042
393 111488
632 122983
415 118948
135 43186
35 17429
227 60245
242 69649
393 108861
732 30958
38 19020
700 11162
450 133614
167 6647
614 171120
64 26556
393 110298
845 228886
22 8977
739 123137
266 75385
172 50533
444 126491
54 24860
394 113440
653 168756
35 14148
61 26266
788 215227
415 117064
407 116351
364 97179
461 137208
35 15841
287 81424
740 200497
519 150642
326 92222
382 100395
446 129212
742 204084
788 214750
142 44320
597 8837
746 208471
672 184131
740 201044
101 37757
519 150487
382 100038
446 127707
604 170296
621 31937
713 193824
700 52113
4 1254
72 28674
74 28839
269 76025
532 154750
299 86496
621 31270
436 123932
4 601
762 211499
799 220695
132 42229
183 53671
436 123511
568 162343
190 55630
373 32353
183 55048
652 180486
383 102490
446 17195
7 2195
288 82629
568 162882
337 95116
224 59940
290 83247
722 166696
796 218746
438 125120
491 143187
773 212740
287 82034
113 39271
93 34569
23 9335
291 84907
653 32613
371 32345
393 93892
29 10798
435 121952
438 124810
86 31007
286 80039
695 190489
459 32816
25 9981
597 31892
384 102863
758 211190
122 41239
742 206876
798 115093
381 99275
439 125972
340 95558
742 205755
446 131737
39 20840
653 182475
400 115275
180 31436
638 179258
408 116402
122 40001
233 62997
305 87549
798 219732
68 27825
621 32934
471 138563
19 6978
730 197055
305 86938
393 15653
462 137507
555 158863
589 167732
490 142652
621 174272
682 186019
116 39437
700 190956
548 156582
798 218798
700 192375
387 106184
632 47150
688 188961
244 71657
399 30887
268 75755
496 144282
548 157017
396 113930
818 223282
837 228220
666 183763
103 37897
242 67543
387 106661
333 47170
583 167648
459 135646
202 57319
387 108830
242 68986
686 187962
684 187102
655 182770
818 223228
741 202593
80 30291
242 68321
473 140183
530 154433
284 78130
393 110605
357 96304
621 21976
700 166379
798 170773
22 7674
242 69764
35 17310
227 60638
632 176207
732 30817
287 13314
38 19451
700 10797
264 74395
614 170991
357 893
393 110407
333 93431
727 196476
22 8364
285 78601
35 12372
172 50648
409 116666
771 212553
239 63847
444 126638
740 43362
35 14065
219 59516
112 38726
621 20076
415 117181
149 45690
608 170415
35 15722
740 198820
519 150759
326 92341
382 100822
446 129067
632 148879
415 118550
586 167694
142 44463
742 204195
746 208602
101 37602
382 99917
446 127558
15 5270
722 194626
532 154753
446 128253
621 31387
524 153362
436 124263
4 716
557 25735
160 46762
799 220568
722 58354
86 18238
436 123642
568 162738
230 6428
183 55197
652 180409
576 163762
287 19258
681 185603
7 2820
288 82768
568 163277
337 95097
290 83618
621 127721
438 125023
265 75001
382 29432
491 143308
113 39324
683 186110
93 34462
109 13297
371 31138
29 10915
435 122093
86 31146
286 79890
324 24340
263 74330
745 207855
217 59378
742 206987
515 149054
439 126185
76 13552
742 205366
446 131588
558 160962
150 45845
653 182592
629 175022
590 167871
122 40404
446 132259
68 27684
471 138964
393 15826
555 158840
682 185878
75 28947
242 65108
116 39568
583 110466
495 102811
37 17829
133 42737
700 192394
431 120480
19 5893
387 106421
590 168012
644 179671
244 71548
281 76782
496 144149
548 157132
556 160369
818 223401
521 151429
741 91645
387 106542
242 66634
202 57194
261 29190
359 96774
706 193150
82 30404
242 69105
686 188097
684 186705
684 48176
741 202262
242 68500
473 139804
632 175935
393 110778
271 76411
371 32924
22 7537
743 207597
242 69947
35 17163
227 60491
393 112215
632 176346
831 227374
328 92946
315 90302
38 19318
700 10912
264 74502
742 48088
64 26754
393 110540
577 13620
597 168879
388 109289
727 196337
22 8251
285 78750
387 81867
172 50259
422 119683
254 72977
239 63720
38 18360
444 126753
155 46376
387 19184
35 13946
746 209015
801 221117
112 38897
243 71017
67 27395
35 15511
740 198703
788 214516
382 100701
446 129366
742 203998
415 118683
746 208705
101 37271
382 100344
446 127949
740 109515
659 183110
169 48335
311 89675
532 154900
90 33251
446 128104
621 30992
524 153477
436 124394
4 823
293 85524
799 220429
746 125833
436 123725
568 162621
172 8109
183 54294
652 180268
383 102768
568 163160
630 175784
290 83513
710 193585
491 142905
265 74854
451 133892
173 51168
378 98552
681 17633
198 56765
93 34323
331 93157
431 6466
371 31023
29 11064
435 122230
86 32289
775 212974
515 149163
742 205485
446 132019
39 21014
558 160841
180 31194
327 92501
122 40283
446 132142
545 156496
770 212481
471 138857
180 32573
387 101608
820 178410
843 228605
393 14943
555 158709
789 215942
742 24625
75 29068
242 65227
473 14986
255 73227
732 197554
37 17962
325 31429
387 43350
673 185081
133 42854
700 192029
19 6030
376 98372
387 106302
590 168155
393 101488
281 76923
496 144512
583 165477
644 179546
506 145898
521 151346
818 223708
14 4552
242 66753
333 16896
387 106907
323 91213
788 214823
741 166354
242 66148
455 134279
684 186820
741 202395
242 67595
437 124594
473 140009
393 110887
632 176074
404 115916
459 30891
448 49652
180 18079
135 43277
35 17076
227 60916
242 70062
393 112348
632 176485
328 92829
315 90187
38 18669
700 10555
264 74673
69 28348
64 26653
393 109689
596 168528
333 93665
597 168756
388 109148
12 4174
38 20104
22 8630
285 78355
727 196106
820 226038
76 29593
172 50374
180 52065
254 73116
571 163591
684 38207
746 209146
208 58745
35 13799
415 116907
35 15360
232 62561
429 120174
740 198994
382 102088
249 72652
446 129757
415 118284
742 204629
722 194505
101 37148
382 100199
446 127864
659 182995
311 89564
101 36785
90 33142
446 128407
621 31109
4 954
293 85657
799 220278
10 3907
349 95973
436 123856
603 170048
107 38001
183 54507
18 5573
814 222713
7 2674
508 147765
630 175655
290 83916
45 23593
491 143026
451 133745
315 90044
7 1495
653 52811
256 73313
431 6615
331 93214
355 96237
740 101221
23 9750
781 214075
371 30904
622 174796
741 185711
29 11149
435 122307
449 133372
740 101784
86 32444
57 25448
257 73920
507 105250
550 157425
547 13550
466 138122
435 120668
425 119778
661 10103
515 149268
543 155767
742 206296
446 131902
498 144968
448 133155
439 125272
600 169546
387 101368
327 92622
424 47180
471 139234
843 228726
507 146250
555 158574
448 132457
653 181684
242 65406
487 141821
387 104142
240 63916
507 139991
37 18271
789 216480
700 192144
387 104619
281 76992
496 144443
583 165598
749 210025
637 179023
14 4439
242 66932
387 106756
455 134039
583 166979
723 194815
323 91318
242 66331
455 134648
393 112695
760 211320
323 90643
521 152561
43 22133
9 3090
741 201984
242 67774
284 77971
393 111020
260 74154
404 115799
740 146729
62 26446
684 13229
153 46181
379 98639
35 16929
227 60769
382 81207
393 112457
446 103816
632 176624
697 190637
38 18840
69 28193
393 109798
732 115270
333 93462
38 19975
727 195999
285 79208
732 185534
614 172203
820 225913
76 29452
172 51001
621 18022
529 154104
287 47191
746 209249
208 58612
35 13584
755 193182
20 7258
149 45081
67 27385
200 57133
35 15245
232 62444
287 80868
672 184532
740 199365
382 102007
249 72537
446 129608
415 118129
740 107086
742 204736
746 208059
101 36993
446 130279
742 203119
181 52467
169 48417
311 89425
101 36646
475 140722
446 128258
228 61777
621 30970
750 210405
293 85262
59 25991
836 228026
167 48145
694 189931
446 126905
10 3830
165 47351
399 115098
436 122971
603 170205
802 95133
577 163990
651 180139
183 54652
7 2791
508 147656
568 163438
630 175538
290 83779
45 23710
10 896
143 44548
451 133626
740 7956
400 31079
256 73468
653 52928
287 82502
335 94840
636 177035
45 23043
819 225437
23 9899
781 213936
371 30725
622 174683
324 91642
29 10242
636 177454
2 175
57 25589
86 32587
257 73821
550 157292
384 103355
29 11879
435 120873
742 207400
761 211344
400 17416
515 149377
466 138340
182 53102
29 10188
543 156152
742 205911
422 13165
819 224684
703 192862
600 169685
741 139711
371 97724
827 227028
621 173871
770 212203
122 2364
471 139127
794 217334
507 146375
393 106064
446 6576
555 158427
448 132580
778 213591
242 65525
487 141686
387 104379
522 153308
804 221536
507 146784
443 126362
700 191787
305 19232
387 104468
244 71133
279 76660
281 77133
334 94732
496 144822
583 165715
434 120584
637 179140
14 4770
242 67051
387 107249
583 167092
818 224365
521 152769
741 127045
229 61798
242 66446
455 134509
393 112828
583 166425
621 100710
684 186546
473 87200
323 90780
521 152446
741 202165
684 13501
242 67893
399 32910
809 221907
684 47604
577 47098
35 16810
227 61162
393 112630
632 176763
363 96950
516 149591
315 90449
38 18711
583 101183
661 183178
577 47175
69 28054
137 43781
64 26979
346 6758
393 109971
700 10433
333 93835
597 169422
38 20402
234 63211
285 79357
727 195856
614 172070
744 114679
266 75184
180 51839
414 116777
733 13364
254 72886
621 18139
234 63566
791 216693
740 43830
208 58479
35 13469
463 137641
746 209364
111 38352
20 7405
149 45230
267 75530
839 228352
35 15158
129 41911
232 62295
287 80745
672 184431
728 196582
446 130039
740 199240
415 118266
109 38203
742 204415
788 215829
746 208174
497 144918
287 81346
56 25388
101 36918
740 199907
382 99737
446 130066
741 192251
742 203162
181 52344
798 180167
544 156225
311 89130
101 36523
446 128649
307 87950
272 76508
59 25872
293 85427
756 211111
836 227885
460 62608
79 29732
694 189798
10 3709
165 47228
741 21846
399 115055
436 123054
653 53291
577 164323
167 47663
183 54769
446 123203
65 27152
630 175369
290 84182
45 23827
7 1853
270 76258
256 73591
583 17652
156 46482
735 198027
335 94925
55 25072
45 23288
204 58208
286 79747
739 198304
750 210238
810 222279
819 225382
781 213797
371 31630
324 91501
393 93597
741 185497
29 10391
636 177569
86 32710
257 74026
550 157467
800 220990
528 153965
371 32235
630 75263
384 103222
29 12028
435 121010
422 13437
57 25631
202 57360
515 148490
807 221741
182 52965
384 103825
543 156013
301 8818
425 119985
577 104028
384 47492
391 109468
436 122376
578 80566
742 206018
794 217062
167 24649
827 226913
545 156407
621 173988
770 212094
400 115197
794 217213
507 146000
233 62923
305 87587
393 15358
170 48545
305 52044
446 6463
242 64616
134 43089
487 142059
387 104228
100 35870
522 153155
507 146941
682 185850
730 197197
559 161046
673 185112
700 191934
387 104833
696 190629
310 88430
281 77274
66 27200
496 144673
583 165828
741 198880
637 178777
14 4649
387 107130
583 167209
818 224480
521 152654
742 6123
387 107735
242 65541
393 112937
583 166546
621 100827
323 90889
521 152299
741 201786
637 177923
242 68008
473 140360
481 141355
809 222040
404 116077
684 12955
167 5900
35 16599
227 61335
393 111715
481 52603
632 176902
516 149722
583 101296
137 43954
333 93696
597 169299
708 193405
732 31795
38 20265
234 63326
285 78962
727 195749
167 6874
614 171869
266 75047
180 51906
172 50727
820 226135
112 39010
333 94373
399 114655
192 55877
739 123644
35 13318
788 216069
188 55596
149 45363
267 75655
298 86248
732 97617
35 15011
232 62146
287 80594
672 184826
169 9973
628 174946
446 129890
740 199667
415 117871
446 24605
38 20510
461 137435
608 170609
109 6876
742 204522
746 208277
287 81207
740 199702
561 161079
382 99588
446 130457
383 102357
740 107935
684 6389
311 89023
101 36432
446 128564
621 32740
307 87835
4 283
59 25773
756 210986
694 189693
79 29865
10 3552
349 96068
399 114928
436 123185
458 135138
696 46494
577 164216
167 47776
183 53834
814 223134
283 77778
176 51453
630 175236
290 84077
93 35298
699 190788
814 41635
7 1974
653 53226
256 73666
156 46437
735 198012
796 218399
45 23405
819 225779
286 79630
109 13370
367 97344
781 213722
324 91856
29 10732
636 177204
399 18183
86 31837
511 133301
371 32116
384 103041
29 12145
138 44104
435 121151
722 170775
202 57735
515 148727
182 52848
384 103660
217 59392
742 206713
425 119870
819 224898
436 122515
439 125755
794 216941
71 28611
621 173593
770 212469
476 141116
794 217536
507 146157
230 48212
233 62768
430 120257
726 194889
798 219505
75 29272
242 64799
487 142236
19 6177
495 7556
730 197328
0 87
507 146550
804 221342
555 159658
566 161559
194 56220
700 191537
487 142337
387 104714
619 172425
310 88549
281 77351
334 94566
637 178926
14 5044
387 107495
688 188174
244 71822
419 119419
583 167330
387 47096
459 135824
678 185392
509 147879
723 194846
741 199946
818 224535
14 5139
242 65720
387 107584
393 113110
583 166663
268 75891
387 47189
370 97543
755 210715
521 151952
741 201903
637 178072
242 69215
473 140501
809 222149
740 147274
314 89877
86 32888
389 109381
167 6017
35 16448
227 61184
393 111848
400 15306
516 149837
22 7879
137 43583
333 94133
597 169176
708 193504
732 32134
38 19620
234 63429
285 79047
727 195646
614 171720
172 50842
112 39197
393 21559
35 13235
775 213034
788 216200
116 31183
149 45496
298 86367
35 14892
672 184693
740 199526
788 215587
382 101396
28 10121
415 117968
608 170636
653 166449
35 8265
287 81080
361 96830
561 161196
98 35490
292 85301
382 101043
31 12670
383 102238
446 130308
548 5173
742 202892
269 74924
214 49506
311 88880
101 36293
446 128931
428 110938
621 32345
4 398
762 211452
836 228123
377 98478
79 30002
702 192645
10 3351
399 114757
402 115627
436 123268
458 135017
147 44853
501 47443
577 164597
167 48085
183 53983
814 223013
283 77615
176 51560
669 184031
568 161935
630 175123
290 84448
93 35191
193 56038
652 181150
689 189145
7 1579
448 574
653 52383
384 6146
290 82823
796 218514
29 12316
55 25310
45 23522
819 225660
286 79605
653 31576
739 198614
109 13487
308 38753
324 91739
93 34209
222 59772
636 177359
86 31976
70 28442
371 31937
384 102940
29 12230
435 121224
798 207899
86 31351
202 57610
501 145019
515 148832
182 52687
384 103527
654 182765
116 14813
742 206836
819 224783
436 122854
439 125836
740 105629
742 205075
621 173710
770 212296
794 217431
122 40617
233 62653
393 14608
507 111178
68 27609
170 48795
448 132933
75 29397
242 64914
325 92086
19 6314
487 142097
770 211887
507 146563
507 7734
766 211672
555 159527
700 191300
711 193679
242 64313
473 110596
382 87555
387 105207
583 9165
681 47529
281 77484
334 94701
446 5867
46 23951
637 178531
14 4867
387 107344
556 55991
688 188345
244 71697
419 119524
496 143602
459 135693
556 160150
324 15431
387 107981
242 65839
393 99907
583 166008
612 170756
621 100549
370 97466
621 9126
521 151837
741 201556
741 147271
744 207678
242 69330
722 182450
655 182810
382 47215
227 61581
473 139583
393 112021
598 169435
516 149936
22 7762
242 70172
137 43684
308 88294
289 82794
167 38027
512 148191
732 114746
333 93994
304 86642
563 161364
597 169069
38 19539
727 195507
806 221658
614 171591
770 62323
241 64075
822 226386
35 13116
775 213151
681 38116
172 50032
49 24624
419 6171
828 227192
35 14681
672 184832
206 58448
301 24216
748 209742
382 101763
788 215734
415 117573
109 38042
38 20736
239 62048
653 166566
35 16370
287 80941
740 199948
230 61976
519 151167
292 85432
382 100926
446 130739
742 203579
46 8918
124 41650
311 88709
101 36170
446 128814
621 32462
565 161442
603 169900
702 192560
436 124431
568 161791
764 211576
577 164418
489 142509
183 54096
18 5772
652 181486
215 59217
684 61920
814 222896
176 51683
568 161818
290 84343
93 35020
652 181009
7 1692
653 52500
29 12433
55 25171
13 4343
45 22615
86 30680
286 79456
739 198467
446 49801
93 34102
222 59883
86 32103
501 6448
781 72158
70 28561
515 103675
29 11355
435 121365
86 31490
202 58033
515 148973
695 189962
182 52570
742 206435
819 225176
439 125441
329 93080
653 97876
742 205198
371 98152
446 131308
621 173315
794 217818
122 40508
230 47998
798 219243
170 48654
448 133072
38 7821
621 172904
770 211746
19 6455
460 135927
794 218289
507 147228
555 159376
700 191455
242 64428
387 105056
460 136346
473 14757
732 197847
583 165159
358 96725
294 85940
171 49723
503 145114
387 105693
637 178680
688 188468
419 119569
556 160009
818 223745
387 108214
242 65954
583 166125
618 172364
521 151690
387 12415
741 201689
242 69449
457 134949
553 158021
191 55797
43 21927
603 41783
153 46046
227 61494
473 139652
393 111106
22 8169
242 70291
137 43345
227 60115
308 88169
393 109503
504 145302
782 214094
708 193246
38 19918
700 11288
727 195268
167 6261
614 171506
22 8851
285 78134
208 58939
35 12969
775 213264
720 194330
172 50155
164 47064
822 226473
557 160437
197 56648
35 14530
788 215353
382 101646
811 222501
415 117710
787 46522
461 136826
653 166747
35 16255
287 81814
740 200375
788 214876
98 35660
382 101285
446 130622
170 49239
621 30686
186 55501
676 185282
740 108088
742 203702
46 8797
798 109862
101 36095
798 201903
446 127061
621 32067
47 24419
344 95803
90 33419
514 148355
436 124562
429 28692
18 5635
446 123759
65 27084
652 181345
814 222783
568 162213
323 12990
290 84490
416 119217
93 34881
652 180868
7 2321
81 30359
384 6888
290 83089
583 147369
45 22732
491 142801
291 85132
382 19663
458 135536
287 82416
93 33931
621 129627
45 22193
86 32242
393 8126
521 574
685 187710
846 228983
29 11472
435 121502
86 31641
286 80417
202 57892
695 190111
182 52433
333 7802
583 52775
122 41097
548 134096
742 206494
819 225125
381 98893
439 125594
653 97993
340 95428
742 204805
371 98037
446 131099
827 226717
621 173176
794 218017
180 31554
250 72736
122 40899
393 105705
305 87167
798 220118
170 49013
448 132779
621 173021
794 218116
19 6592
445 126798
460 136042
84 30564
507 147369
787 214420
196 56523
120 39860
555 159245
700 191058
653 181911
621 174402
690 189526
387 105453
460 136461
732 197674
583 165272
358 96576
46 24225
637 178189
387 105542
688 188591
40 21137
244 72047
496 143640
556 159868
818 223924
396 113800
666 183893
287 38184
387 108067
242 67161
583 166246
521 151607
741 201294
637 177463
387 108700
242 69628
457 134738
504 145643
684 187228
43 21776
9 3021
393 111247
788 215036
22 8036
580 165079
242 70406
35 17692
137 43486
214 59144
504 145185
38 19781
700 11411
727 195161
167 6382
614 171369
387 80739
472 139334
279 62408
22 8750
285 78219
552 157716
121 39931
720 194197
172 49758
788 215830
394 113193
511 148065
746 209410
35 14415
788 215116
111 38434
415 117299
461 136943
536 155024
35 16104
287 81691
740 200250
519 150885
788 215015
292 85206
382 101200
446 130981
543 155522
676 185205
281 25128
648 179920
683 16635
742 203309
740 200797
101 35940
672 152864
475 141044
446 127424
621 32184
464 137929
344 95878
524 153709
836 227812
515 13108
90 33310
741 21487
621 31517
700 139386
132 42494
577 164692
167 47476
183 53438
521 119771
327 6784
740 111772
310 47117
721 194396
568 162096
416 119116
183 54787
652 180799
681 185501
515 38195
7 2442
658 182844
505 145795
290 82980
722 166433
45 22849
446 122796
287 29469
291 85049
458 135399
287 82277
683 186236
636 177768
45 22310
23 9614
501 6154
798 186384
371 32544
384 5929
538 155088
622 174516
753 210491
29 11557
435 121707
846 229058
86 30740
91 33591
286 80300
507 106138
695 190224
683 186434
583 52888
122 40988
742 207125
621 7079
381 99010
653 98174
340 95311
473 11752
742 204976
371 97918
446 131462
751 153915
621 173293
794 217908
400 115524
507 39416
122 40790
305 87284
798 219997
690 189350
621 172626
495 143463
19 6733
130 41989
507 146978
119 39783
555 159110
700 191205
798 194587
653 182028
387 105302
460 136576
798 219031
396 113560
46 24108
171 49441
637 178306
387 105779
515 127923
688 188890
244 71410
496 144019
548 156738
818 224043
199 57047
396 113667
387 108460
242 67276
583 166363
393 8451
684 187500
741 201459
706 192992
387 108553
242 68723
793 216795
457 134879
553 157887
504 145526
684 187351
577 80788
43 21645
9 2938
80 30028
242 68118
473 139422
393 111412
415 118800
823 226601
580 164954
242 70589
35 17545
227 60361
308 88391
287 13557
38 19184
700 11046
221 59643
727 195026
167 6499
614 171236
393 110158
507 147509
22 9125
822 226227
266 75413
172 49873
419 6586
1 161
54 24928
394 113500
35 14328
746 209545
788 215255
111 38583
415 117412
740 15186
364 97031
461 137060
684 6105
35 15893
287 81548
740 200621
519 151006
788 214634
382 100575
446 129232
740 106710
742 204120
688 67096
672 184279
740 201152
519 150339
475 140865
446 127311
621 31789
713 193876
464 137796
524 153824
4 1106
813 222595
836 227695
74 28755
269 76133
621 31634
436 124008
799 220803
132 42337
489 142604
167 47593
183 53555
86 17975
397 114243
568 162491
290 84756
183 54932
652 180658
383 102646
658 182963
7 2175
288 82537
568 163030
290 83387
819 3814
458 135274
495 13108
592 168324
287 82158
683 186345
93 34709
45 22427
23 9219
291 84959
653 32529
29 11706
435 121844
86 30883
91 33664
286 80155
695 190437
343 95792
473 110020
122 41379
742 207232
384 47686
428 120095
381 99159
567 161601
340 95698
742 205615
446 131341
311 4153
39 20884
653 182391
400 115263
180 31320
408 116486
122 40157
446 112834
305 87393
798 219848
68 27949
621 172743
621 32786
471 138735
19 6870
730 196875
507 147135
305 86798
325 30690
555 159091
653 182145
621 174124
522 152996
310 88620
798 218882
171 49562
387 106172
688 189013
798 181857
244 71237
496 143886
548 156917
818 223326
199 56904
396 114102
631 175858
666 183727
387 108313
242 67395
583 167500
684 187623
202 57235
387 109042
242 68838
393 113156
686 187854
504 145665
684 186954
741 202525
43 21510
80 30151
681 6765
242 68237
473 140139
530 154413
393 111521
415 118917
180 18205
135 43155
35 17458
204 13106
227 60274
242 69680
732 30925
246 72353
38 19055
450 133617
167 6548
614 171027
64 26523
393 110331
727 196488
22 9008
621 87142
266 75288
777 213386
172 50500
771 212541
444 126522
387 18939
35 14181
61 26299
112 38634
415 117033
149 45590
243 70768
461 137113
35 15774
740 198864
788 214781
519 150611
326 92185
382 100426
446 129119
740 106585
742 204247
142 44291
597 8870
684 7607
746 208566
672 184162
740 201035
101 37534
382 100065
446 127738
362 96875
621 31906
524 153883
700 52144
4 1221
74 28870
798 108130
532 154653
183 55331
299 86465
283 77835
436 124147
4 568
293 85787
762 211530
736 110243
132 42196
799 220660
183 53636
436 123478
568 162758
190 55657
183 55145
652 180517
327 6099
383 102523
7 2288
288 82660
568 162913
35 7559
337 95213
290 83278
796 218713
438 125091
491 143152
773 212837
378 98561
819 225336
287 82003
93 34666
23 9364
291 84808
747 209719
109 13149
393 93925
29 10767
435 121921
180 32942
438 124821
86 31038
286 80006
449 133502
577 29473
515 149561
384 102830
122 41270
653 115119
742 206911
381 99308
439 126069
340 95589
742 205402
446 131768
384 48188
653 182508
638 179285
122 40032
446 132311
334 64589
68 27792
163 46984
621 32903
471 138592
19 7011
730 197022
130 41967
305 86971
555 158956
798 220178
700 190963
682 185986
490 142623
621 174241
116 39532
100 35814
548 156613
37 17873
798 218761
133 42605
700 192278
387 106025
688 189120
590 167968
244 71624
333 47102
399 30852
496 144313
548 157048
396 113961
818 223445
837 228189
597 5843
387 106626
242 67574
315 49038
333 47203
583 167617
459 135679
706 193226
387 108927
242 69021
540 52194
686 187989
684 187069
741 202626
80 30258
242 68352
473 140272
530 154272
284 78097
393 110638
357 96337
744 115584
22 7557
180 18016
242 69799
35 17343
227 60671
632 176238
743 207513
732 30784
38 19226
700 10956
264 74426
393 110432
732 32427
393 21365
727 196381
22 8271
285 78826
74 28409
172 50623
801 221121
35 14062
112 38757
415 117138
149 45723
243 70909
67 27511
35 15627
740 198747
519 150724
326 92308
382 100849
446 129482
740 106956
415 118775
742 203842
142 44430
746 208701
101 37379
519 150185
382 99948
446 127585
49 6812
722 194597
169 48291
532 154784
446 128156
621 31100
524 153393
436 124230
4 675
118 39718
160 46793
799 220537
274 76565
436 123609
226 60009
568 162641
554 158150
183 55266
