3460330	Mag3DLite.SF3D	这游戏。。。。。。没有激情。	????	2016-01-19	2	0	360	
3460331	Mag3DLite.SF3D	这游戏。。。。。。没有激情。	爨火序槐	2016-01-19	2	0	360	
2727518	air.GirlesEscape	为什么我点第9关左上角的手都没反应的，就老把通知栏给拉出来	Kittyzha	2016-01-19	2	0	360	
2727490	air.GirlesEscape	第8关怎么玩?	360U1329031853	2016-02-13	2	0	360	
2727477	air.GirlesEscape	什么鬼啊 根本不知所谓	360U637868020	2016-04-10	2	0	360	
2727422	air.GirlesEscape	还行	GJ160820120132	2016-09-10	2	0	360	
3825825	air.Princessweddingroom2	还行	GI160717191330	2016-07-27	2	0	360	
3825823	air.Princessweddingroom2	还行吧台	GF160911075519	2016-09-18	2	0	360	
2980390	air.com.elextech.happyfarm	这两天我的游戏也是网络出错，进不了游戏，	天高水深	2015-09-16	2	1	360	
2980340	air.com.elextech.happyfarm	老黑屏不开心	360U2540276579	2015-10-10	2	1	360	
2980284	air.com.elextech.happyfarm	总是打不开网页	360U1237061880	2015-11-05	2	1	360	
2980269	air.com.elextech.happyfarm	还行	金帛玉龙	2015-11-11	2	1	360	
2980246	air.com.elextech.happyfarm	还可以	???????	2015-11-17	2	1	360	
2980247	air.com.elextech.happyfarm	还可以	带蝴蝶结的小猪	2015-11-17	2	1	360	
2980198	air.com.elextech.happyfarm	有点卡	可南菲	2015-12-06	2	1	360	
2980132	air.com.elextech.happyfarm	先说这游戏吧，好玩是好玩，可是为什么好玩我却给两星，因为它老退啊，开始下载不会，可是等游戏里让我评价的时候，我是没评价的，然后晚上差不多十一点了，得，问题来了，我一登马上就退出去了，老登，结果还是一样老退，客服你是干嘛吃的还有你们技术人员会不会啊。	凉薄的女孩	2016-01-03	2	1	360	
2980098	air.com.elextech.happyfarm	火鸡怎么得	思_昵	2016-01-19	2	1	360	
2980063	air.com.elextech.happyfarm	手机玩happy farm（开心农场），无法连接谷歌PLAY登陆无法保存进度，手机已root,请给与指导如何操作。 请详细说明操作流程	182right	2016-01-28	2	1	360	
2979995	air.com.elextech.happyfarm	u好ifif	卢福喆a	2016-02-09	2	1	360	
2979996	air.com.elextech.happyfarm	为什么玩一分钟，就会自动跳屏退出？	卢福喆a	2016-02-09	2	1	360	
2979914	air.com.elextech.happyfarm	闪退的太厉害了，只要向下一滑，就闪退了，以前玩的时候好像不会。	风铃61	2016-02-25	2	1	360	
2979890	air.com.elextech.happyfarm	农场等级越来越高，却总是在闪退，好烦	娄艳宇	2016-03-02	2	1	360	
2979889	air.com.elextech.happyfarm	还是下载和他一样的爱情小镇比较好一些	害人的东东	2016-03-02	2	1	360	
2979864	air.com.elextech.happyfarm	老是掉网，挑战我的耐心	祖丽丽	2016-03-09	2	1	360	
2979847	air.com.elextech.happyfarm	以前挺好的就是不能买钻，可是最近怎么总掉网络啊，赶紧处理吧，太闹心了	凤冠霞帔谢夫人	2016-03-15	2	1	360	
2979807	air.com.elextech.happyfarm	这样买钻	姚元君	2016-04-02	2	1	360	
2979797	air.com.elextech.happyfarm	挺好玩的，有一段时间经常闪退，郁闷	陌陌与塔塔	2016-04-06	2	1	360	
2979791	air.com.elextech.happyfarm	为什么老是闪退咧！能不能好好玩了	喧宝贝520	2016-04-07	2	1	360	
2979783	air.com.elextech.happyfarm	好玩是好玩，但是总是说网络出错，要重新加载，这是怎么回事	Fiona0228	2016-04-09	2	1	360	
2979771	air.com.elextech.happyfarm	时不时就出现让我重新刷新游戏的对话框，要疯了	360U1422677575	2016-04-14	2	1	360	
2979669	air.com.elextech.happyfarm	进不太去。	GJ160507134126	2016-05-21	2	1	360	
2979661	air.com.elextech.happyfarm	动不动就刷新	360U2671038426	2016-05-22	2	1	360	
2979597	air.com.elextech.happyfarm	好！	360U2691148990	2016-06-11	2	1	360	
