包名,可疑评论占比(T1=0.4),可疑评论占比(T1=0.6),可疑评论占比(T1=0.8),评论用户占可疑用户比例(T1=0.4),评论用户占可疑用户比例(T1=0.6),评论用户占可疑用户比例(T1=0.8)
com.ttpicture.android,0.004363001745200698,0.0034904013961605585,0.0034904013961605585,0.0001714207350521119,0.00016847780304944825,0.00018003420649923484
com.xformgames.burninrubbercrashnburn,0.11165048543689321,0.024271844660194174,0.012135922330097087,0.0010628085573230939,0.00025271670457417233,0.00018003420649923484
com.xiangyun.xyecdict,0.14705882352941177,0.14171122994652408,0.13636363636363635,0.00020570488206253428,0.0002105972538118103,0.00018003420649923484
com.xllusion.livewallpaper.sakurapro,0.059602649006622516,0.052980132450331126,0.039735099337748346,0.00023998902907295666,0.00025271670457417233,0.00018003420649923484
com.zjj.haimianbaobao,0.003750586029067042,0.001875293014533521,0.001875293014533521,0.00023998902907295666,0.00016847780304944825,0.00018003420649923484
jp.co.ateam.android.lie,0.1636536631779258,0.08087535680304472,0.07706945765937202,0.0016113549094898519,0.00025271670457417233,0.00018003420649923484
org.ssg.android.game.herogame,0.02186878727634195,0.019880715705765408,0.015904572564612324,0.00020570488206253428,0.0002105972538118103,0.00018003420649923484
android.translate.xuedianba,0.008992805755395683,0.00539568345323741,0.00539568345323741,0.0001714207350521119,0.00012635835228708617,0.00013502565487442613
appplus.jun.sniper.googleplay,0.019656019656019656,0.012285012285012284,0.012285012285012284,0.00020570488206253428,0.00012635835228708617,0.00013502565487442613
com.CandyCrash.org,0.3924050632911392,0.007233273056057866,0.007233273056057866,0.0006856829402084476,0.00012635835228708617,0.00013502565487442613
com.EggBones.BlindNinja,0.0453257790368272,0.0169971671388102,0.0113314447592068,0.0003428414701042238,0.00016847780304944825,0.00013502565487442613
com.QQ.angel.webApp,0.024229074889867842,0.019823788546255508,0.01762114537444934,0.0001714207350521119,0.00016847780304944825,0.00013502565487442613
com.aceviral.ag2,0.00967741935483871,0.00967741935483871,0.00967741935483871,0.00010285244103126714,0.00012635835228708617,0.00013502565487442613
com.apusapps.launcher,0.04918032786885246,0.04918032786885246,0.04918032786885246,0.00010285244103126714,0.00012635835228708617,0.00013502565487442613
com.doodlejoy.studio.kidsdoojoy,0.011450381679389313,0.0057251908396946565,0.0057251908396946565,0.0001714207350521119,0.00012635835228708617,0.00013502565487442613
com.fds.infiniteflight,0.009623797025371828,0.005249343832020997,0.004374453193350831,0.00020570488206253428,0.00016847780304944825,0.00013502565487442613
com.gameloft.android.GAND.GloftMIB3,0.043668122270742356,0.017467248908296942,0.013100436681222707,0.00027427317608337906,0.00016847780304944825,0.00013502565487442613
com.ganji.android.jobs,0.58,0.58,0.58,0.00010285244103126714,0.00012635835228708617,0.00013502565487442613
com.glu.ckzombies2,0.0273972602739726,0.0136986301369863,0.010273972602739725,0.00023998902907295666,0.00016847780304944825,0.00013502565487442613
com.huawei.android.dsm.notepad,0.07964601769911504,0.011799410029498525,0.011799410029498525,0.0003771256171146462,0.00012635835228708617,0.00013502565487442613
com.iqinbao.android.songs,0.15714285714285714,0.04285714285714286,0.04285714285714286,0.0003428414701042238,0.00012635835228708617,0.00013502565487442613
com.ironhidegames.android.kingdomrush,0.019650655021834062,0.006550218340611353,0.006550218340611353,0.00030855732309380144,0.00012635835228708617,0.00013502565487442613
